Text is being written
100 search attempts were made, on average the following data:
The search type was normal
Success,RRTs,Nodes,NodesRej,NodesWasted,Time,RRTsF,NodesF,NodesRejF,NodesWatedF,TimeF
0.88,1,165.215909090909,0.295454545454545,0,0.102007639772727,1,2511.08333333333,10.0833333333333,0,0.559725341666667
--------------------------
--------------------------
1,700,0,0.2586576,1
1,24,0,0.0421203,1
1,35,0,0.1047531,1
1,2508,0,0.5534722,0
1,11,0,0.0310826,1
1,112,0,0.0852263,1
1,2470,0,0.597671,1
1,6,0,0.0260939,1
1,86,0,0.1108504,1
1,148,0,0.1333548,1
1,7,0,0.0210485,1
1,260,0,0.2113787,1
1,41,0,0.0270724,1
1,56,0,0.0576988,1
1,59,0,0.0626663,1
1,9,0,0.0661761,1
1,8,0,0.0135364,1
1,44,0,0.0641743,1
1,2512,0,0.5574335,0
1,394,0,0.201288,1
1,79,0,0.0922418,1
1,694,0,0.2356271,1
1,15,0,0.0245622,1
1,2512,0,0.5663769,0
1,16,0,0.037604,1
1,54,0,0.0506347,1
1,2511,0,0.5738352,0
1,89,0,0.0802138,1
1,70,0,0.0486294,1
1,2507,0,0.521006,0
1,17,0,0.0200289,1
1,31,0,0.0460962,1
1,6,0,0.0255937,1
1,60,0,0.0881624,1
1,179,0,0.1292464,1
1,29,0,0.0260694,1
1,9,0,0.0250667,1
1,74,0,0.0852263,1
1,411,0,0.2657051,1
1,2510,0,0.5354989,0
1,528,0,0.2176064,1
1,1831,0,0.4259233,1
1,91,0,0.0772046,1
1,174,0,0.1939636,1
1,1195,0,0.3265242,1
1,77,0,0.1122972,1
1,6,0,0.0456001,1
1,1242,0,0.3590014,1
1,288,0,0.1694507,1
1,115,0,0.1539098,1
1,81,0,0.1774725,1
1,19,0,0.0571516,1
1,54,0,0.0631681,1
1,131,0,0.163863,1
1,157,0,0.140377,1
1,2508,0,0.5345211,0
1,7,0,0.0180595,1
1,42,0,0.039104,1
1,21,0,0.0516378,1
1,16,0,0.0330833,1
1,15,0,0.0180682,1
1,62,0,0.1098272,1
1,22,0,0.0255633,1
1,2513,0,0.5731925,0
1,15,0,0.0456222,1
1,21,0,0.0360937,1
1,184,0,0.2391131,1
1,244,0,0.1984075,1
1,6,0,0.0325867,1
1,12,0,0.0120135,1
1,21,0,0.0416139,1
1,18,0,0.0215574,1
1,8,0,0.0270554,1
1,26,0,0.05264,1
1,64,0,0.0481292,1
1,2514,0,0.5549766,0
1,63,0,0.1355102,1
1,53,0,0.0366273,1
1,2516,0,0.5827427,0
1,113,0,0.163432,1
1,151,0,0.2000364,1
1,116,0,0.1443674,1
1,178,0,0.1238033,1
1,2508,0,0.5930689,0
1,2514,0,0.5705796,0
1,76,0,0.0551487,1
1,93,0,0.1002636,1
1,32,0,0.0701958,1
1,32,0,0.0381017,1
1,16,0,0.0561307,1
1,36,0,0.1023688,1
1,17,0,0.0431151,1
1,13,0,0.0682718,1
1,19,0,0.0205476,1
1,26,0,0.0566499,1
1,116,0,0.1143601,1
1,59,0,0.0421843,1
1,167,0,0.1925792,1
1,22,0,0.0415897,1
1,45,0,0.0421417,1
