Text is being written
100 search attempts were made, on average the following data:
The search type was normal
Success,RRTs,Nodes,NodesRej,NodesWasted,Time,RRTsF,NodesF,NodesRejF,NodesWatedF,TimeF
1,1.07,441.92,2.42,0,0.155696347,NaN,NaN,NaN,NaN,NaN
--------------------------
--------------------------
1,66,0,0.0897403,1
1,25,0,0.029077,1
1,28,0,0.0369865,1
1,79,0,0.1012812,1
3,8124,0,1.6584153,1
1,165,0,0.1707956,1
1,19,0,0.0200537,1
1,326,0,0.1784712,1
1,113,0,0.0646875,1
2,5050,0,1.0876784,1
1,104,0,0.1268378,1
1,42,0,0.0581547,1
1,41,0,0.0701871,1
1,58,0,0.0907414,1
1,2156,0,0.4704551,1
1,96,0,0.0887356,1
1,180,0,0.1438819,1
1,119,0,0.1037737,1
1,2,0,0.0090252,1
1,222,0,0.1508769,1
1,33,0,0.061163,1
1,116,0,0.0927451,1
1,37,0,0.0476259,1
1,194,0,0.0957843,1
1,5,0,0.0130576,1
1,8,0,0.0406119,1
1,140,0,0.132851,1
1,115,0,0.0967573,1
1,69,0,0.0752,1
1,613,0,0.2677299,1
1,87,0,0.0497932,1
1,912,0,0.3266736,1
1,53,0,0.0712072,1
1,57,0,0.0326076,1
1,258,0,0.1899857,1
1,37,0,0.0305814,1
1,43,0,0.0506343,1
1,34,0,0.0356014,1
1,20,0,0.040608,1
1,97,0,0.1735289,1
1,8,0,0.0145391,1
1,197,0,0.1779939,1
1,76,0,0.1313494,1
1,102,0,0.150421,1
1,1010,0,0.3025044,1
1,27,0,0.0315962,1
1,16,0,0.0260405,1
2,4175,0,0.9369798,1
1,25,0,0.0476295,1
1,14,0,0.0586643,1
1,40,0,0.0370647,1
1,29,0,0.031584,1
1,31,0,0.048627,1
1,62,0,0.069184,1
1,30,0,0.0441094,1
1,45,0,0.0310827,1
1,54,0,0.1017707,1
1,98,0,0.1002667,1
1,116,0,0.1063131,1
1,18,0,0.0375988,1
1,10,0,0.0115314,1
1,37,0,0.0325958,1
1,813,0,0.3154806,1
2,4057,0,0.8100594,1
1,99,0,0.0556595,1
1,111,0,0.1230579,1
1,146,0,0.1519183,1
1,104,0,0.1840064,1
1,57,0,0.0646949,1
2,4089,0,0.8912284,1
1,111,0,0.1423609,1
1,65,0,0.0631921,1
1,183,0,0.1098134,1
1,21,0,0.0581527,1
1,24,0,0.0365851,1
1,145,0,0.1163232,1
1,140,0,0.1304021,1
1,132,0,0.1659884,1
1,57,0,0.0752617,1
1,31,0,0.046336,1
1,56,0,0.0591574,1
1,34,0,0.0541429,1
1,13,0,0.0291077,1
1,15,0,0.0240462,1
1,1405,0,0.4104499,1
1,718,0,0.2522392,1
1,95,0,0.1278645,1
1,44,0,0.0501278,1
1,7,0,0.0185561,1
1,5,0,0.0356168,1
2,4366,0,1.0130931,1
1,20,0,0.014549,1
1,200,0,0.1905467,1
1,123,0,0.0978173,1
1,35,0,0.0436164,1
1,53,0,0.030112,1
1,41,0,0.0501326,1
1,259,0,0.1815076,1
1,150,0,0.1313474,1
1,5,0,0.0110333,1
